signin/builder/description	Foudroyer allows you to create sites without worrying about optimization, maintenance, performance and SEO best practices. Focus on your content and SEO expertise, we take care of the technical stuff.	Foudroyer vous permet de créer des sites sans vous occuper de l'optimisation, de la maintenance, de la performance et des bonnes pratiques SEO. Concentrez-vous sur le contenu et votre expertise SEO, on s'occupe de la technique.	O Foudroyer permite criar sites sem se preocupar com a otimização, manutenção, desempenho e práticas recomendadas de SEO. Concentre -se em seu conteúdo e experiência em SEO, cuidamos das coisas técnicas.	Foudroyer le permite crear sitios sin preocuparse por las mejores prácticas de optimización, mantenimiento, rendimiento y SEO. Concéntrese en su contenido y experiencia en SEO, nos encargamos de las cosas técnicas.	FouDroyer ti consente di creare siti senza preoccuparti di ottimizzazione, manutenzione, prestazioni e migliori pratiche SEO. Concentrati sui tuoi contenuti e competenze SEO, ci occupiamo delle cose tecniche.	Foudroyer를 사용하면 최적화, 유지 보수, 성능 및 SEO 모범 사례에 대해 걱정하지 않고 사이트를 만들 수 있습니다. 귀하의 컨텐츠 및 SEO 전문 지식에 중점을두면 기술적 인 내용을 관리합니다.	Foudroyer позволяет создавать сайты, не заботясь об оптимизации, поддержке, производительности и лучших практиках SEO. Сосредоточьтесь на своем контенте и SEO-экспертизе, а мы позаботимся о технических аспектах.	Foudroyer, optimizasyon, bakım, performans ve en iyi SEO uygulamaları hakkında endişelenmeden siteler oluşturmanıza olanak tanır. İçeriğinize ve SEO uzmanlığınıza odaklanın, teknik işlerle biz ilgileniriz.	Mit Foudroyer können Sie Websites erstellen, ohne sich um Optimierung, Wartung, Leistung und SEO-Best Practices kümmern zu müssen. Konzentrieren Sie sich auf Ihre Inhalte und Ihr SEO-Know-how, wir kümmern uns um die technischen Dinge.										
signin/google	Signin with Google	Se connecter avec Google	Faça login no Google	Inicia sesión con Google	Signi con Google	Google과 계약	Вход в систему с помощью Google	Google ile oturum açma	Anmeldung mit Google										
update-sitemap/title	We need a sitemap to work	Nous avons besoin d'un sitemap pour fonctionner	Precisamos de um sitemap para trabalhar	Necesitamos un mapa del sitio para trabajar	Abbiamo bisogno di una sitemap per lavorare	작동하려면 사이트 맵이 필요합니다	Для работы нам необходима карта сайта	Çalışmak için bir site haritasına ihtiyacımız var	Wir brauchen eine Sitemap, um zu funktionieren										
update-sitemap/description	Foudroyer synchronizes with the sitemap of your site to set up a fine and fast automization. It seems that no sitemap has been added in the Search Console.	Foudroyer se synchronise avec le sitemap de votre site pour mettre en place une automisation fine et rapide. Il semblerait qu'aucun sitemap n'ait été ajouté dans la Search Console.	O Foudroyer sincroniza com o sitemap do seu site para configurar uma automação fina e rápida. Parece que nenhum mapa do site foi adicionado no console de pesquisa.	Foudroyer se sincroniza con el mapa del sitio de su sitio para configurar una automatización fina y rápida. Parece que no se ha agregado mapa del sitio en la consola de búsqueda.	FouDroyer si sincronizza con la sitemap del tuo sito per impostare un'automazione fine e veloce. Sembra che non sia stato aggiunto alcun sitemap nella console di ricerca.	Foudroyer는 사이트의 사이트 맵과 동기화되어 미세하고 빠른 자동화를 설정합니다. 검색 콘솔에는 사이트 맵이 추가 된 것 같습니다.	Foudroyer синхронизируется с картой сайта, чтобы настроить тонкую и быструю автоматизацию. Похоже, что в Search Console не была добавлена карта сайта.	Foudroyer, sitenizin site haritası ile senkronize olarak ince ve hızlı bir otomasyon kurar. Search Console'da site haritası eklenmemiş gibi görünüyor.	Foudroyer synchronisiert sich mit der Sitemap Ihrer Website, um eine gute und schnelle Automatisierung zu ermöglichen. Es scheint, dass keine Sitemap in der Search Console hinzugefügt wurde.										
update-sitemap/input/placeholder	Add here the url of a sitemap	Ajoutez ici l'url d'un sitemap	Adicione aqui o URL de um sitemap	Agregue aquí la URL de un mapa del sitio	Aggiungi qui l'URL di una sitemap	여기에 사이트 맵의 URL을 추가하십시오	Добавьте сюда url карты сайта	Buraya bir site haritasının URL'sini ekleyin	Fügen Sie hier die Url einer Sitemap ein										
update-sitemap/submit	Submit	Sauvegarder	Enviar	Entregar	Invia	제출하다	Отправить	Gönder	Einreichen										
update-sitemap/close	Back to the selection of sites	Retour à la sélection des sites	De volta à seleção de sites	Volver a la selección de sitios	Torna alla selezione di siti	사이트 선택으로 돌아갑니다	Вернуться к выбору сайтов	Site seçimine geri dönün	Zurück zur Auswahl der Standorte										
sitemap/update/not-valid	The URL of the sitemap you added does not seem valid. Check the URL again.	L'URL du sitemap que vous avez ajouté ne semble pas valide. Vérifiez une nouvelle fois l'URL.	O URL do mapa do site que você adicionou não parece válido. Verifique o URL novamente.	La URL del mapa del sitio que agregó no parece válida. Revise la URL nuevamente.	L'URL della sitemap che hai aggiunto non sembra valido. Controlla di nuovo l'URL.	추가 한 사이트 맵의 URL은 유효하지 않습니다. URL을 다시 확인하십시오.	URL-адрес добавленной вами карты сайта кажется недействительным. Проверьте URL еще раз.	Eklediğiniz site haritasının URL'si geçerli görünmüyor. URL'yi tekrar kontrol edin.	Die URL der Sitemap, die Sie hinzugefügt haben, scheint nicht gültig zu sein. Überprüfen Sie die URL erneut.										
sitemap/not-found	We just made a request to retrieve the sitemap but it does not seem to exist.	Nous venons de faire une requête pour récupérer le sitemap mais celui-ci ne semble pas exister.	Acabamos de fazer um pedido para recuperar o sitemap, mas ele não parece existir.	Acabamos de hacer una solicitud para recuperar el mapa del sitio, pero no parece existir.	Abbiamo appena fatto una richiesta di recupero della sitemap ma non sembra esistere.	우리는 방금 사이트 맵을 검색하도록 요청했지만 존재하지 않는 것 같습니다.	Мы только что сделали запрос на получение карты сайта, но, похоже, ее не существует.	Site haritasını almak için bir istekte bulunduk ancak mevcut görünmüyor.	Wir haben gerade eine Anfrage gestellt, um die Sitemap abzurufen, aber sie scheint nicht zu existieren.										
sitemap/invalid	The sitemap you submitted does not appear to be a sitemap. The page returns something else than a sitemap.	Le sitemap que vous avez soumis ne semble pas être un sitemap. La page retourne autre chose qu'un sitemap.	O mapa do site que você enviou não parece ser um mapa do site. A página retorna outra coisa além de um sitemap.	El mapa del sitio que envió no parece ser un mapa del sitio. La página devuelve algo más que un mapa del sitio.	Il sitemap che hai inviato non sembra essere una sitemap. La pagina restituisce qualcos'altro di una sitemap.	제출 한 사이트 맵은 사이트 맵으로 보이지 않습니다. 페이지는 사이트 맵 이외의 다른 것을 반환합니다.	Представленная вами карта сайта, по-видимому, не является картой сайта. Страница возвращает не карту сайта, а что-то другое.	Gönderdiğiniz site haritası bir site haritası gibi görünmüyor. Sayfa, site haritasından başka bir şey döndürüyor.	Die von Ihnen eingereichte Sitemap scheint keine Sitemap zu sein. Die Seite gibt etwas anderes als eine Sitemap zurück.										
